keep,rand,default,loan_amount,emp_length,home_ownership,income,loan_purpose,debt_to_income,credit_score,recent_inquiry,delinquent,credit_accounts,bad_public_record,credit_utilization,past_bankrupt
1,0.024957664,0,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
1,0.268361773,1,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.273508949,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,YES,MEDIUM,YES
0,0.998777715,0,MEDIUM,2 - 5 years,RENT,LOW,wedding,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
0,0.482519843,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.677909699,1,MEDIUM,6 - 9 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.437469699,0,LOW,2 - 5 years,RENT,MEDIUM,wedding,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
0,0.950728512,0,MEDIUM,2 - 5 years,RENT,MEDIUM,wedding,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.325637478,0,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,LOW,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
1,0.070292191,0,MEDIUM,2 - 5 years,OWN,MEDIUM,major_purchase,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.642961961,0,MEDIUM,10+ years,MORTGAGE,HIGH,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1,0.227017959,1,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.455330472,1,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,HIGH,HIGH,NO,NEVER,MANY,NO,LOW,NO
0,0.270030061,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.585373493,0,LOW,6 - 9 years,MORTGAGE,HIGH,other,HIGH,AVERAGE,NO,IN PAST 2 YEARS,MANY,NO,HIGH,NO
0,0.662497412,0,HIGH,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.702383444,0,LOW,10+ years,MORTGAGE,MEDIUM,vacation,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.321668174,0,HIGH,2 - 5 years,MORTGAGE,HIGH,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1,0.26805643,1,MEDIUM,2 - 5 years,RENT,LOW,credit_card,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.863644485,0,MEDIUM,2 - 5 years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.782391737,0,LOW,6 - 9 years,RENT,MEDIUM,car,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.706516271,0,MEDIUM,6 - 9 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.17800596,0,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,LOW,YES,MORE THAN 2 YEARS AGO,MANY,YES,MEDIUM,NO
0,0.231815334,0,LOW,6 - 9 years,RENT,LOW,small_business,LOW,LOW,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.355822303,0,LOW,2 - 5 years,RENT,LOW,other,LOW,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.865211711,0,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.858064954,0,MEDIUM,2 - 5 years,RENT,MEDIUM,car,LOW,HIGH,YES,NEVER,FEW,NO,LOW,NO
1,0.617378843,1,HIGH,10+ years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,YES,HIGH,YES
1,0.005789776,0,HIGH,6 - 9 years,MORTGAGE,HIGH,major_purchase,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.866917506,1,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.474194951,0,LOW,6 - 9 years,OWN,LOW,vacation,LOW,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.278113707,0,LOW,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.308985184,0,LOW,10+ years,OWN,LOW,moving,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
0,0.451115324,0,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
1,0.799409749,1,MEDIUM,10+ years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
1,0.453481604,1,HIGH,10+ years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
0,0.808249471,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
0,0.625507982,0,HIGH,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
1,0.102249982,0,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.499160441,0,LOW,6 - 9 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,MANY,YES,MEDIUM,YES
1,0.040240003,0,MEDIUM,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,LOW,NO,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
1,0.053855331,1,LOW,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
1,0.217984995,1,LOW,2 - 5 years,RENT,LOW,other,AVERAGE,LOW,NO,IN PAST 2 YEARS,FEW,YES,HIGH,NO
0,0.548883828,0,LOW,2 - 5 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.7034849,0,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.931003634,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.538236276,0,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,car,LOW,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
1,0.922119957,1,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.485872894,0,LOW,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,FEW,YES,HIGH,YES
1,0.056641998,0,LOW,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.852967065,0,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,YES,MEDIUM,YES
0,0.721425781,0,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
0,0.448500486,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,HIGH,NO,MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
0,0.330944943,0,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.52689366,0,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
0,0.936126449,0,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.652995503,0,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.691979364,1,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.359879659,0,LOW,2 - 5 years,MORTGAGE,LOW,debt_consolidation,HIGH,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
1,0.160593101,0,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,wedding,LOW,HIGH,YES,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
0,0.283188818,0,LOW,unemployed,MORTGAGE,MEDIUM,credit_card,AVERAGE,LOW,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
1,0.122269714,0,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.201583027,1,LOW,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,HIGH,NO
0,0.906435912,0,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
1,0.151167183,0,MEDIUM,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
1,0.007051307,0,HIGH,10+ years,MORTGAGE,HIGH,home_improvement,LOW,HIGH,YES,NEVER,MANY,NO,LOW,NO
1,0.094064249,0,HIGH,10+ years,MORTGAGE,HIGH,credit_card,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.632170581,0,LOW,10+ years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.450795213,0,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.765390879,0,HIGH,2 - 5 years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
1,0.096684735,0,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.459801722,0,LOW,6 - 9 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.884562876,0,MEDIUM,2 - 5 years,OWN,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,YES,MEDIUM,YES
0,0.492358618,0,HIGH,10+ years,MORTGAGE,HIGH,home_improvement,AVERAGE,LOW,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
0,0.27466202,0,LOW,10+ years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
1,0.477475155,1,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,HIGH,YES,NEVER,MANY,NO,LOW,NO
1,0.010078474,1,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
1,0.203453569,1,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.186299253,0,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,LOW,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.256625435,0,HIGH,10+ years,RENT,HIGH,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.873437268,1,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,small_business,LOW,AVERAGE,YES,NEVER,FEW,NO,LOW,NO
0,0.519711321,0,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,LOW,HIGH,YES,NEVER,FEW,NO,LOW,NO
0,0.712741529,0,MEDIUM,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.98625965,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,LOW,NO
0,0.869844942,0,MEDIUM,10+ years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.705432877,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.878436391,0,MEDIUM,< 2 years,RENT,HIGH,other,LOW,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
1,0.533644293,1,LOW,6 - 9 years,OWN,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,MORE THAN 2 YEARS AGO,MANY,YES,LOW,YES
0,0.441813473,0,HIGH,2 - 5 years,MORTGAGE,HIGH,home_improvement,LOW,AVERAGE,YES,NEVER,FEW,YES,LOW,NO
1,0.025407829,0,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
0,0.610693423,0,MEDIUM,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.153470858,1,LOW,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.07039415,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.606681471,0,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.364165428,0,HIGH,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.252177707,0,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.554913891,0,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,HIGH,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.199147287,1,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.831061919,0,LOW,10+ years,MORTGAGE,HIGH,car,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.568482935,0,MEDIUM,unemployed,MORTGAGE,MEDIUM,debt_consolidation,LOW,HIGH,NO,NEVER,MANY,NO,LOW,NO
0,0.33141693,0,LOW,2 - 5 years,RENT,MEDIUM,other,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
0,0.463915402,0,MEDIUM,2 - 5 years,RENT,HIGH,other,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
1,0.008529785,0,MEDIUM,2 - 5 years,RENT,MEDIUM,small_business,LOW,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
0,0.718026402,0,LOW,< 2 years,RENT,LOW,major_purchase,HIGH,HIGH,YES,NEVER,FEW,NO,LOW,NO
0,0.534130351,0,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,HIGH,NO,NEVER,MANY,NO,LOW,NO
0,0.806576716,0,LOW,10+ years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
0,0.948996685,0,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
1,0.021500133,0,MEDIUM,10+ years,OWN,HIGH,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
1,0.014261249,0,LOW,6 - 9 years,MORTGAGE,LOW,credit_card,HIGH,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
0,0.480382098,0,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
1,0.98402285,1,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,other,HIGH,LOW,NO,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
1,0.02830767,0,HIGH,10+ years,MORTGAGE,MEDIUM,home_improvement,HIGH,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.639811409,0,MEDIUM,2 - 5 years,MORTGAGE,HIGH,car,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
0,0.397950936,0,LOW,10+ years,MORTGAGE,MEDIUM,major_purchase,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
1,0.493075186,1,MEDIUM,6 - 9 years,MORTGAGE,LOW,car,HIGH,HIGH,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.589370698,0,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,MORE THAN 2 YEARS AGO,MANY,YES,MEDIUM,NO
0,0.265719267,0,MEDIUM,2 - 5 years,RENT,HIGH,credit_card,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
1,0.072074677,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.338875139,0,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
0,0.37669759,0,LOW,2 - 5 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,LOW,NO
0,0.281140865,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.283160939,0,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,LOW,NO,NEVER,MANY,NO,HIGH,NO
0,0.766269998,0,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.663523824,0,LOW,2 - 5 years,MORTGAGE,HIGH,small_business,LOW,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
0,0.910156684,0,HIGH,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.258435252,0,HIGH,6 - 9 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
0,0.282923245,0,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,major_purchase,LOW,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
1,0.106201328,0,MEDIUM,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
0,0.40022814,0,LOW,10+ years,MORTGAGE,LOW,major_purchase,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
1,0.422505818,1,LOW,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,LOW,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
0,0.198178949,0,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,LOW,NO
0,0.619262276,0,MEDIUM,2 - 5 years,RENT,HIGH,credit_card,HIGH,HIGH,NO,MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
0,0.769771237,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
1,0.504644058,1,MEDIUM,< 2 years,MORTGAGE,MEDIUM,small_business,LOW,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
0,0.616014726,0,LOW,< 2 years,RENT,LOW,debt_consolidation,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,LOW,NO
1,0.229078236,1,HIGH,10+ years,MORTGAGE,HIGH,credit_card,AVERAGE,LOW,YES,MORE THAN 2 YEARS AGO,AVERAGE,YES,HIGH,YES
1,0.673595205,1,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
1,0.494989086,1,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.444248969,0,MEDIUM,2 - 5 years,MORTGAGE,HIGH,car,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.641294571,0,MEDIUM,6 - 9 years,RENT,LOW,major_purchase,LOW,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
0,0.583543752,0,LOW,6 - 9 years,RENT,LOW,vacation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.852185593,0,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.848969608,0,LOW,< 2 years,OWN,LOW,home_improvement,LOW,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
1,0.153193817,0,LOW,< 2 years,RENT,MEDIUM,wedding,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
1,0.785744469,1,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.182719548,0,MEDIUM,< 2 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,LOW,YES,NEVER,FEW,NO,HIGH,NO
0,0.572813401,0,MEDIUM,< 2 years,MORTGAGE,HIGH,small_business,LOW,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
0,0.776492801,0,MEDIUM,< 2 years,OWN,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.048373859,0,LOW,unemployed,OWN,MEDIUM,credit_card,LOW,HIGH,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
1,0.108445468,0,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,MANY,NO,HIGH,NO
0,0.692036306,0,MEDIUM,< 2 years,OWN,HIGH,medical,LOW,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
0,0.402152539,0,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.640142927,0,MEDIUM,< 2 years,MORTGAGE,MEDIUM,home_improvement,LOW,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
0,0.764198927,0,LOW,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.89127237,0,LOW,< 2 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.678219997,0,MEDIUM,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.308131854,0,LOW,< 2 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.587241656,0,MEDIUM,< 2 years,MORTGAGE,HIGH,small_business,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.560037855,0,MEDIUM,< 2 years,MORTGAGE,HIGH,small_business,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
1,0.09018564,1,LOW,< 2 years,RENT,MEDIUM,other,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.160315794,0,LOW,< 2 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.585536442,0,MEDIUM,< 2 years,OWN,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.84108898,0,MEDIUM,< 2 years,MORTGAGE,HIGH,moving,LOW,HIGH,YES,NEVER,FEW,NO,LOW,NO
0,0.191429082,0,LOW,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.613890809,0,MEDIUM,< 2 years,RENT,HIGH,major_purchase,LOW,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
0,0.620646586,0,MEDIUM,< 2 years,RENT,MEDIUM,major_purchase,LOW,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
0,0.554474377,0,MEDIUM,< 2 years,MORTGAGE,HIGH,small_business,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
0,0.442303395,0,MEDIUM,< 2 years,MORTGAGE,MEDIUM,other,AVERAGE,HIGH,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
0,0.964147764,0,MEDIUM,< 2 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.890591818,0,MEDIUM,< 2 years,MORTGAGE,HIGH,home_improvement,LOW,HIGH,NO,MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
0,0.213999307,0,MEDIUM,< 2 years,RENT,HIGH,debt_consolidation,LOW,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
